;title;description
410;Accès Vault pour un rclone de Applishare vers S3 DMZ;"Demande d'accès à Vault depuis un cluster Kubernetes

## Informations

- cluster concerné : KubeDMZ 
- Vault concerné : dmz
- Nom du namespace : projet-metadonnees-dmz
- Nom du quartier : st
- Nom de l'application : RMéS

- Informations complémentaires : 
Nous voulons faire un rclone d'Applishare vers le S3 de DMZ"
411;Ajout d'accès à vault pour l'application compas;"Demande d'accès à Vault depuis un cluster Kubernetes

## Informations

- cluster concerné (KubeDev, KubePP, KubeProd ou KubeDMZ) : KubeDev
- Vault concerné (hors-prod, prodinterne, dmz): hors-prod
- Nom du namespace : projet-compas
- Nom du quartier : ut
- Nom de l'application : compas

- Informations complémentaires : 
Merci d'avance"
412;Ajout d'une application pour le namespace projet-socle;"Demande d'ajout ou de suppression d'une application au déploiement Gitops

## Informations

- Je demande :
  - [x] Un ajout
  - [ ] Une Suppression
- Cluster : dev
- Namespace : projet-socle
- Lien vers le répertoire GIT :"
413;Demande d'augmentation d'espace PVC pour DDC;"Les requêtes Spark de fin d'année font beaucoup de tris qui sérializent sur les PV.
Il nous faut augmenter la limite PVC à 1,8 To."
414;Demande de suppression du namespace projet-plateforme-de-donnees-qf;Ce namespace est en fait inutile, désolé !
415;Demande d'accès à Vault Argo Traiter depuis Kubernetes;"Demande d'accès à Vault depuis un cluster Kubernetes

## Informations

- cluster concerné (KubeDev, KubePP, KubeProd ou KubeDMZ) : KubeDev
- Vault concerné (hors-prod, prodinterne, dmz): hors-prod
- Nom du namespace : projet-traiter
- Nom du quartier : st
- Nom de l'application : argotraiter

- Informations complémentaires :"
416;Création d'un namespace de qf pour le projet Plateforme de données;"Demande de création de namespace

## Informations

- cluster concerné (KubeDev, KubeOSS, KubePP, KubeProd ou KubeDMZ) : KubeDev
- Nom du namespace : plateforme-de-donnees-qf
- lien vers dépôt gitlab des fichiers de déploiement : https://gitlab.insee.fr/diffusion/plateforme-de-donnees/plateforme-de-donnees-deploiement.git
- Path : deployment/qf
- Adresse mail de l'équipe pour envoi des alertes : julien.cazorla@insee.fr
- liste idep à ajouter sur sugoi pour l'initialisation : ywbods
- Ressources nécessaires : Un clone exact de plateforme-de-donnees-dv

- Informations complémentaires (Vault, MinIo ...) : Minio projet-plateforme-de-donnees

/!\ En créant ce ticket, je reconnais avoir lu les [conditions générales d'utilisation du cluster](https://kubernetes.gitlab-pages.insee.fr/kubeapp/documentation/charte_usage)"
417;Grafana DMZ indisponible;"Bonjour, le grafana de dmz est inaccessible.

![image](/uploads/f2b9e60ce5f6654d1fe08aa1cf480634/image.png)"
418;KubeDEV Namespace projet-am3ds mettre au même niveau le quota de requests.cpu;"En tant que développeur Résil/Am3ds, je souhaite que le quota requests.cpu du namespace am3ds soit passé à 5 voir 6 si possible (Il n'est pas utile de toucher à limits.cpu)

```yaml
  ressourcequotas:
    requests:
      cpu: 5
```"
419;Création namespace projet_perret kubedev et migration;"Demande de création de namespace

Bonjour,
Nous sommes aujourd'hui sur le namespace projet-stat-indus. Or le projet Estanp a migré à Nantes, et ce namespace est donc partagé avec une équipe parisienne. Nous souhaiterions transférer nos applications sur deux nouveaux namespace.
Pour la migration, on a identifié les changement de namespace a faire dans nos pipeline et dans notre repo-argoCD, voyez vous d'autres impacts?

Merci :)

## Informations

- cluster concerné (KubeDev, KubeOSS, KubePP, KubeProd ou KubeDMZ) : KubeDev
- Nom du namespace : projet_perret 
- lien vers dépôt gitlab des fichiers de déploiement : https://gitlab.insee.fr/sndip_statistiques_industrielles/refonte-dessin/2_traiter/perret-argocd
- Adresse mail de l'équipe pour envoi des alertes : agathe.le-meur@insee.fr, adrien.montbroussous@insee.fr, marie-emmanuelle.faure@insee.fr, samuel.toubon@insee.fr, yves-marie.le-gueut@insee.fr
- quartier de l'application déployée dans ce namespace : EN
- liste idep à ajouter sur sugoi pour l'initialisation : ISZ4DH, SG0FTW, RPB9GT, AMLD8G, LKXKOJ
- Ressources nécessaires : 
    - Nombre max de pods autorisés sur le namespace : 40
    - Nombre de cpu :
        - requests : 100m 
        - limits :1000m
    - mémoire :
        - requests : 100Mi
        - limits : 1Gi
    - Storage :
        - requests : 50Mi
    - Ephemeral Storage :
        - requests : 10Mi
        - limits : 100Mi
        
- Informations complémentaires (Vault, MinIo ...) : 

/!\ En créant ce ticket, je reconnais avoir lu les [conditions générales d'utilisation du cluster](https://kubernetes.gitlab-pages.insee.fr/kubeapp/documentation/charte_usage)"
420;Création namespace projet_estanp kubedev et migration;"Demande de création de namespace

Bonjour,
Nous sommes aujourd'hui sur le namespace projet-stat-indus. Or le projet Estanp a migré à Nantes, et ce namespace est don partagé avec une équipe parisienne. Nous souhaiterions transférer nos applications sur deux nouveaux namespace.
Pour la migration, on a identifié les changement de namespace a faire dans nos pipeline et dnas notre repo-argoCD, voyez vous d'autres impacts?

Merci :)

## Informations

- cluster concerné (KubeDev, KubeOSS, KubePP, KubeProd ou KubeDMZ) : KubeDev
- Nom du namespace : projet_estanp 
- lien vers dépôt gitlab des fichiers de déploiement : https://gitlab.insee.fr/sndip_statistiques_industrielles/refonte-dessin/concevoir/module-nomenclature/argocd
- Adresse mail de l'équipe pour envoi des alertes : agathe.le-meur@insee.fr, adrien.montbroussous@insee.fr, marie-emmanuelle.faure@insee.fr, samuel.toubon@insee.fr, yves-marie.le-gueut@insee.fr
- quartier de l'application déployée dans ce namespace : EN
- liste idep à ajouter sur sugoi pour l'initialisation : ISZ4DH, SG0FTW, RPB9GT, AMLD8G, LKXKOJ
- Ressources nécessaires : (j'ai repris celle du namespace projet-stat-indus existant, dites moi si ce n'est pas OK)
    - Nombre max de pods autorisés sur le namespace : 40
    - Nombre de cpu :
        - requests : 8 
        - limits :16
    - mémoire :
        - requests : 30Gi
        - limits : 50Gi
    - Storage :
        - requests : 150Gi
    - Ephemeral Storage :
        - requests : 40Mi
        - limits : 5Gi

- Informations complémentaires (Vault, MinIo ...) : 
  - on utilise vault, quartier EN, les mots de passe Estanp
  - utilisation d'opentelemetry et de grafana

/!\ En créant ce ticket, je reconnais avoir lu les [conditions générales d'utilisation du cluster](https://kubernetes.gitlab-pages.insee.fr/kubeapp/documentation/charte_usage)"
421;Demande d'embarquement sur la plateforme KubeDMZ pour le projet Plateforme de données;"Demande de création de namespace

## Informations

- cluster concerné (KubeDev, KubeOSS, KubePP, KubeProd ou KubeDMZ) : KubeDMZ
- Nom du namespace : projet-plateforme-de-donnees
- lien vers dépôt gitlab des fichiers de déploiement : https://gitlab.insee.fr/diffusion/plateforme-de-donnees/plateforme-de-donnees-deploiement. Le Repo Url serait : https://gitlab.insee.fr/diffusion/plateforme-de-donnees/plateforme-de-donnees-deploiement.git et le path : ./deployment/pd/dmz
- Adresse mail de l'équipe pour envoi des alertes : julien.cazorla@insee.fr
- liste idep à ajouter sur sugoi pour l'initialisation : ywbods
- Ressources nécessaires : (valeurs à modifier selon les besoins)
    - Nombre max de pods autorisés sur le namespace : 40
    - Nombre de cpu :
        - requests : 50m 
        - limits :5000m
    - mémoire :
        - requests : 100Mi
        - limits : 10Gi
    - Storage :
        - requests : 20Mi
        - limits : 2Gi
    - Ephemeral Storage :
        - requests : 1Gi
        - limits : 5Gi

- Informations complémentaires (Vault, MinIo ...) :

- nom du Bucket S3 et sa taille (si différentes de celles par défaut) : projet-plateforme-de-donnees

/!\ En créant ce ticket, je reconnais avoir lu les [conditions générales d'utilisation du cluster](https://kubernetes.gitlab-pages.insee.fr/kubeapp/documentation/charte_usage)"
422;Demande d'embarquement sur la plateforme KubeProd pour le projet Plateforme de données;"Demande de création de namespace

## Informations

- cluster concerné (KubeDev, KubeOSS, KubePP, KubeProd ou KubeDMZ) : KubeProd
- Nom du namespace : projet-plateforme-de-donnees
- lien vers dépôt gitlab des fichiers de déploiement : https://gitlab.insee.fr/diffusion/plateforme-de-donnees/plateforme-de-donnees-deploiement. Le Repo Url serait : https://gitlab.insee.fr/diffusion/plateforme-de-donnees/plateforme-de-donnees-deploiement.git et le path : ./deployment/pd/interne
- Adresse mail de l'équipe pour envoi des alertes : julien.cazorla@insee.fr
- liste idep à ajouter sur sugoi pour l'initialisation : ywbods
- Ressources nécessaires : (valeurs à modifier selon les besoins)
    - Nombre max de pods autorisés sur le namespace : 40
    - Nombre de cpu :
        - requests : 100m 
        - limits :10000m
    - mémoire :
        - requests : 10Gi
        - limits : 50Gi
    - Storage :
        - requests : 50Mi
        - limits : 5Gi
    - Ephemeral Storage :
        - requests : 2Gi
        - limits : 10Gi

- Informations complémentaires (Vault, MinIo ...) :

- nom du Bucket S3 et sa taille (si différentes de celles par défaut) : projet-plateforme-de-donnees

/!\ En créant ce ticket, je reconnais avoir lu les [conditions générales d'utilisation du cluster](https://kubernetes.gitlab-pages.insee.fr/kubeapp/documentation/charte_usage)"
423;Demande d'augmentation du ephemeral storage pour le projet plateforme-de-donnees;"C'est souvent qu'au redéploiement d'une appli, le ephemeral storage soit une ressources exploitée par l'ensemble des pods, même ceux qui sont en train de mourir. ça donne une situation où le potentiel de ephemeral storage peut doubler de volume pendant quelques secondes.
Serait-il possible d'augmenter significativement cette limite pour le projet plateforme de données ? C'est juste pour éviter les bugs de redéploiement et non un réel usage de cette ressource."
424;Batch DDC : Erreur No space left on device;"## Résumé

- Description : 
Erreur Caused by: java.io.IOException: No space left on device
lors de l'exécution de batch.
Le volume sur lequel il y a erreur est un ephemeral volume monté ainsi 
```
  volumes:
    - name: volume-temporaire
      ephemeral:
        volumeClaimTemplate:
          spec:
            accessModes:
              - ReadWriteOnce
            resources:
              requests:
                storage: 50Gi                          
```
- Impact utilisateur : Critique

## Détails utiles

- Namespace : projet-ddc
- Application/Pod : batchs-ddc-10h-14h-1731920400-ddc-batch-4179267189
- Logs utiles : 
2024-11-18 10:08:53.489	
Caused by: java.io.IOException: No space left on device
2024-11-18 10:08:53.489	
	at java.io.FileOutputStream.writeBytes(Native Method) ~[?:?]
2024-11-18 10:08:53.489	
	at java.io.FileOutputStream.write(FileOutputStream.java:349) ~[?:?]
2024-11-18 10:08:53.489	
	at org.apache.commons.io.IOUtils.copyLarge(IOUtils.java:1486) ~[commons-io-2.13.0.jar:2.13.0]
2024-11-18 10:08:53.489	
	at org.apache.commons.io.IOUtils.copy(IOUtils.java:1105) ~[commons-io-2.13.0.jar:2.13.0]
2024-11-18 10:08:53.489	
	at org.apache.commons.io.IOUtils.copyLarge(IOUtils.java:1458) ~[commons-io-2.13.0.jar:2.13.0]
2024-11-18 10:08:53.489	
	at org.apache.commons.io.IOUtils.copy(IOUtils.java:1083) ~[commons-io-2.13.0.jar:2.13.0]
2024-11-18 10:08:53.489	
	at fr.insee.ddc.hadoop.fs.services.MinioFsProxy.copyToLocalFile(MinioFsProxy.java:73) ~[acces-hadoop-fs-1.0.0.jar:1.0.0]
	
2024-11-18 10:08:53.489	
	at fr.insee.ddc.services.fichiers.InitLocalFileService.initialiserLocalFile(InitLocalFileService.java:47) ~[ddc-batch-services-1.0.0.jar:1.0.0]
2024-11-18 10:08:53.489	
	at fr.insee.ddc.traitements.nosica.CalculSemiAgregatsPdv.traiter(CalculSemiAgregatsPdv.java:78) ~[ddc-batch.jar:2.1]
2024-11-18 10:08:53.489	
	... 42 more

## Historique

- AAAA-MM-JJ HHhmm : Début de l'incident"
425;Plantage du batch DDC;"## Résumé

- Description : Le batch du 17/11/24 s'est planté avec le message suivant 
2024-11-17 00:06:21.657	WARN  2024-11-16 23:06:21,657  org.apache.spark.memory.TaskMemoryManager - Failed to allocate a page (67108864 bytes), try again.

- Impact utilisateur : Fort

## Détails utiles

- Namespace : projet-ddc
- Application/Pod : les pod prefixés ddc-batch-exec
- Logs utiles : 
2024-11-17 00:06:21.657	WARN  2024-11-16 23:06:21,657  org.apache.spark.memory.TaskMemoryManager - Failed to allocate a page (67108864 bytes), try again.

Ainsi que :
```
Job aborted due to stage failure: Task 6 in stage 83.0 failed 4 times, most recent failure: Lost task 6.3 in stage 83.0 (TID 1667) (10.234.99.88 executor 3): ExecutorLostFailure (executor 3 exited caused by one of the running tasks) Reason: 
The executor with id 3 exited with exit code 50(Uncaught exception).


The API gave the following container statuses:
	 container name: ddc-batch
	 container image: gitlab-registry.insee.fr/prix-la-consommation/ddc/ddc-batch/ddc-batch:1.1.0
	 container state: terminated
	 container started at: 2024-11-16T21:30:12Z
	 container finished at: 2024-11-16T23:27:29Z
	 exit code: 50
	 termination reason: Error
      
Driver stacktrace:
```
## Historique
- 2024-11-17 00:06:21 : Début de l'incident"
426;[Melodi] Demande d'augmentation de ressources pour la preprod et la prod;"Bonjour,

Je souhaite faire augmenter la limite des CPU sur la preprod et prod.

Sur **KubePreprod/projet-melodi-interne** et **KubeProd/projet-melodi**

```yml
    limits:
      cpu: 20 # <- augmenter ici
      memory: 50Gi
      ephemeralStorage: 50Gi
    request:
      cpu: 5
      memory: 16Gi
      storage: 20Gi
      ephemeralStorage: 10Gi
```

Sur **KubePreprod/projet-melodi-dmz** et **KubeDMZ/projet-melodi**

```yml
    limits:
      cpu: 20 # <- augmenter ici
      memory: 25Gi
      ephemeralStorage: 10Gi
    request:
      cpu: 5
      memory: 15Gi
      storage: 10Gi
      ephemeralStorage: 10Gi
```

Merci d'avance"
427;Demande d'accès à Vault depuis un cluster Kubernetes pour REM;"Demande d'accès à Vault depuis un cluster Kubernetes

## Informations

- cluster concerné (KubeDev, KubePP, KubeProd ou KubeDMZ) : KubeDev
- Vault concerné (hors-prod, prodinterne, dmz): hors-prod
- Nom du namespace : projet-filiere-enquete-preparer-collecter
- Nom du quartier : st
- Nom de l'application : rem

- Informations complémentaires :"
428;[SIRENE][AVISITU]Demande d'accès à vault pour  namespace projet-sndi-re;"Demande d'accès à Vault depuis un cluster Kubernetes

## Informations

- cluster concerné (KubeDev, KubePP, KubeProd ou KubeDMZ) : 
- Vault concerné (hors-prod, prodinterne, dmz): hors-prod
- Nom du namespace : projet-sndi-re
- Nom du quartier : RE
- Nom de l'application : sirene-avisitu

- Informations complémentaires :"
429;[grafana] pas de visibilité sur le volume occupés par les pvcs;"En tant que maintenicien ARC, je souhaite visualiser en temps réel le volume utilisé dans les pvcs RESIL AM3DS de preprod

<!-- Utiliser les tâches pour découper en sous-élements -->

* J'ai crée ce board sur grafana : https://grafana.pp-application1.kube.insee.fr/d/fKJR3qjnz/kubernetes-persistent-volume-usage?orgId=2&from=now-30m&to=now
* J'ai ajouté 5Go de données dans la base de données pg-arc-executor-batch-w-0 avec l'ephemeral-pvc pg-arc-executor-batch-w-0-0-tmp-volume
* Je ne vois pas cette quantité de doonées dans mon board graphana

Définition du DONE:
* Vérifier que le pvc pg-arc-executor-batch-w-0-0-tmp-volume a bien 5go de volume dedans 
* Constater dans le board grafana : https://grafana.pp-application1.kube.insee.fr/d/fKJR3qjnz/kubernetes-persistent-volume-usage?orgId=2&from=now-30m&to=now que le pvc relatif à pg-arc-executor-batch-w-0-0-tmp-volume prend bien 5 Go d'espace

Merci beaucoup de regarder"
430;KubeProd problème d'accès vers Minio DMZ;"Bonjour,

Sur KubeProd dans le namespace projet-melodi, les applications ne peuvent plus se connecter sur le Minio DMZ avec le secret sa-projet-melodi-kubedmz-rw. Pouvez-vous vérifier que le secret est toujours valide ?

Merci"
431;[Acces Vault] Demande d'accès vault pour les secrets Trust;"Demande d'accès à Vault depuis un cluster Kubernetes

## Informations

- cluster concerné (KubeDev, KubePP, KubeProd ou KubeDMZ) : KubeDev
- Vault concerné (hors-prod, prodinterne, dmz): hors-prod
- Nom du namespace : projet-traiter
- Nom du quartier : st
- Nom de l'application : trust

- Informations complémentaires :"
432;[Acces Vault] Demande d'ajout de répertoire applicatif vault supplémentaires;"Demande d'accès à Vault depuis un cluster Kubernetes

## Informations

- cluster concerné (KubeDev, KubePP, KubeProd ou KubeDMZ) : kubedev 
- Vault concerné (hors-prod, prodinterne, dmz): hors-prod
- Nom du namespace : projet-filiere-enquete-preparer-collecter
- Nom du quartier : st
- Nom de l'application : protools

- Informations complémentaires :"
433;KubeDMZ Melodi problème d'exposition ingress;"Avant de migrer sur KubeDMZ, on utilise une url temporaire pour les tests

Une erreur ""Adresse introuvable"" est renvoyée lorsqu'on tente d'y accéder : https://melodi-foihm-tmp.insee.fr/

KubeDMZ, namespace projet-melodi, ingress melodi-melodi-foihm"
434;Demande d'augmentation de quotas;"Bonjour,
voilà ce qu'il me reste niveau quota:

```
Name:                       projet-filiere-enquete-preparer-collecter-config-quotas
Namespace:                  projet-filiere-enquete-preparer-collecter
Resource                    Used     Hard
--------                    ----     ----
count/pods                  15       40
limits.cpu                  13600m   16
limits.ephemeral-storage    4272Mi   5Gi
limits.memory               15860Mi  50Gi
requests.cpu                1512m    4
requests.ephemeral-storage  15Mi     40Mi
requests.memory             3084Mi   5Gi
requests.storage            18Gi     50Gi
```

Message lors du déploiement : 

```
(combined from similar events): Error creating: pods ""deploiement-rem-689c8db788-wt6cq"" is forbidden: exceeded quota: projet-filiere-enquete-preparer-collecter-config-quotas, requested: limits.cpu=4, used: limits.cpu=13600m, limited: limits.cpu=16
```

Nous avons encore bcp d'apps à déployer ds ce namespace.
Pourriez-vous adapter les limites en conséquence SVP ?

Merci et bonne journée."
435;Problème de pods executeurs spark non décommissionés sur le cluster Kube de prod, namespace AM3DS;"- Description : Problème de décommissionnement pod executeur sur le cluster Kube de prod, namespace AM3DS
- Impact utilisateur : Fort

## Détails utiles

- Namespace : AM3DS
- Application/Pod : resil-mad-exec-1, resil-mad-exec-2 et resil-mad-exec-3 ....
- Logs utiles : https://grafana.run-application1.kube.insee.fr/d/123456789/observabilite-globale?orgId=7&from=now-15m&to=now&var-pod=resil-mad-exec-7&var-finder=
- Métriques utiles : 	
- Incidents similaires : 

## Historique

- 2024-10-24 8h : Début de l'incident
- ... : ...
- ... : Rétablissement du service en ...
- ... : Correction pérenne"
436;Compas Ajout depot gitops;"Ajouter le depot gitops suivant :  
https://gitlab.insee.fr/dsi/compas/compasGitops  
Merci d'avance"
437;Modification des ressources de DEV pour projet-esane;"Bonjour, 

Pour résoudre la problématique du ""exceeded quota"" sur le namespace **projet-esane** en DEV, nous souhaitons modifier les quotas disponibles : 
- requests.cpu : passer de 4 à **8**
- requests.memory : passer de 5Gi à **25Gi**
Le reste des valeurs n'a pas besoin d'être modifié a priori, notre point de contention empêchant de lancer plus de pods est lié aux valeurs trop basses sur ces deux paramètres particuliers. 

En vous remerciant

Cédric Le Breton"
438;Problème de ressources en memoire sur le cluster Kube de preprod, namespace AM3DS;"## Résumé

- Description : Problème de provisionnement pod executeur en memory sur le cluster Kube de preprod, namespace AM3DS
- Impact utilisateur : Fort

## Détails utiles

- Namespace : AM3DS
- Application/Pod : resil-mad-exec-2 et resil-mad-exec-3
- Logs utiles : https://grafana.pp-application1.kube.insee.fr/d/a9fea9a6-0788-419c-be92-c341c05cf416/observabilite-globale?from=now-12h&orgId=2&to=now&var-finder=&var-pod=resil-mad-exec-2
- Métriques utiles : 	
0/9 nodes are available: 3 node(s) had untolerated taint {node-role.kubernetes.io/control-plane: }, 6 Insufficient memory. preemption: 0/9 nodes are available: 3 Preemption is not helpful for scheduling
- Incidents similaires : 

## Historique

- 2024-10-21 10h42 : Début de l'incident
- ... : ...
- ... : Rétablissement du service en ...
- ... : Correction pérenne"
439;[Acces Vault] [ toutes PF] Demande d'ajout de répertoire applicatif vault supplémentaires;"Demande : ajout d'accés à de nouveaux répertoires applicatifs ""coleman"" et ""platine"" sur vault quartier ST

- KubeDev : pour le namespace projet-filiere-enquete-preparer-collecter
- KubePreprod/KubeProd/KubeDMZ : pour le namespace projet-filiere-enquete-prep-coll

Le répertoire coleman n'existe pas encore sur vault dmz, peut on malgré tout paramétrer l'accés déja?
Il sera créé dans les prochains jours"
440;Augmentation CPU et RAM namespace conjoncture en DV;"des nouvelles API ont été déployées dans le namespace Conjoncture en DEV (https://gitlab.insee.fr/kubernetes/dev/root-gitops-dev/-/blob/main/apps/projet-conjoncture/values.yaml)

Serait-il possible de passer de 12 CPU et 12 Go de RAM, à 20 CPU et 20 Go de RAM ?"
441;KubePreprod problème de CORS;"## Résumé

- Description : L'api qui tourne sur KubePreprod https://api-diffusion-catalogue-metadonnees.preprod.insee.fr n'accepte pas les CORS venant de localhost alors que au niveau de l'application c'est bien autorisé
- Impact utilisateur : Critique si c'est reproduit sur KubeDMZ lorsqu'on basculera, l'API melodi a la valeur allow origin à *

## Détails utiles

- Namespace : projet-melodi-interne
- Application/Pod : melodi-metadonnees, melodi-donnees-bo
- Logs utiles : 
- Métriques utiles : 
- Incidents similaires : 

## Historique

- 2024-10-16 : Début de l'incident, constat"
442;[projet-demo-observabilite] Demande de namespace+tenant;"Demande de création de namespace

## Informations

- cluster concerné : ~KubePreprod
- Nom du namespace : projet-demo-observabilite
- lien vers dépôt gitlab des fichiers de déploiement : je ne sais pas répondre ?
- Adresse mail de l'équipe pour envoi des alertes : equipe-produit-kube-socle@insee.fr
- quartier de l'application déployée dans ce namespace : KU
- liste idep à ajouter sur sugoi pour l'initialisation : ftz4f8, za144c, n1kul8, sfpjas, y8j19f
- Ressources nécessaires : (valeurs à modifier selon les besoins)
  - Nombre max de pods autorisés sur le namespace : 40
  - Nombre de cpu :
    - requests : 100m
    - limits :1000m
  - mémoire :
    - requests : 100Mi
    - limits : 1Gi
  - Storage :
    - requests : 50Mi
  - Ephemeral Storage :
    - requests : 10Mi
    - limits : 100Mi
- Informations complémentaires (Vault, MinIo ...) : ajout d'un tenant Grafana

/!\\ En créant ce ticket, je reconnais avoir lu les [conditions générales d'utilisation du cluster](https://kubernetes.gitlab-pages.insee.fr/kubeapp/documentation/charte_usage)"
443;Demande de création de namespace pour la plateforme de données de préproduction, afin d'avoir une préprod du futur namespace sur kubeDMZ;"Parmi les serveurs que l'on reprend de mélodi, un des serveurs est en dmz, et la stratégie mise en place sur Mélodi pour la PP est d'avoir 2 namespaces afin de séparer interne et dmz. Est-ce que ça vous va ?

* cluster concerné (KubeDev, KubeOSS, KubePP, KubeProd ou KubeDMZ) : KubePP
* Nom du namespace : projet-plateforme-de-donnees-dmz
* lien vers dépôt gitlab des fichiers de déploiement : https://gitlab.insee.fr/diffusion/plateforme-de-donnees/plateforme-de-donnees-deploiement
* Adresse mail de l'équipe pour envoi des alertes : julien.cazorla@insee.fr
* liste idep à ajouter sur sugoi pour l'initialisation : ywbods, dy47uq
* Ressources nécessaires : (valeurs à modifier selon les besoins)
  * Nombre max de pods autorisés sur le namespace : 10
  * Nombre de cpu :
    * requests : 50m
    * limits : 5000m
  * mémoire :
    * requests : 100Mi
    * limits : 10Gi
  * Storage :
    * requests : 20Mi
    * limits : 2Gi
  * Ephemeral Storage :
    * requests : 1Gi
    * limits : 5Gi
* Informations complémentaires (Vault, MinIo ...) : \*


* nom du Bucket S3 et sa taille (si différentes de celles par défaut) : projet-plateforme-de-donnees

/!\\ En créant ce ticket, je reconnais avoir lu les [conditions générales d'utilisation du cluster](https://kubernetes.gitlab-pages.insee.fr/kubeapp/documentation/charte_usage)"
444;Demande accès argocd/argoworkflow/grana projet-esane en PROD & PREPROD;"Bonjour, 

je viens d'intégrer l'équipe esane, je souhaiterais avoir accès à argocd/argoworkflow/grana projet-esane en PROD & PREPROD
merci, 

identifiant : JO5JP7

Cordialement,
David PERRAI"
445;Demande de création du namespace projet-filiere-enquete-preparer-collecter sur KubeDMZ;"Demande de création de namespace sur KubeDMZ

## Informations

- cluster concerné (KubeDev, KubeOSS, KubePP, KubeProd ou KubeDMZ) : KubeDMZ
- Nom du namespace : projet-filiere-enquete-preparer-collecter
- lien vers dépôt gitlab des fichiers de déploiement : https://gitlab.insee.fr/filiere-enquete/preparer-collecter/gitops/gitops-template
    Path Apps:`
   - platine-management : `path: ""./apps/platine/platine-management/dmz""`
   - platine-access : `path: ""./apps/platine/platine-access/dmz""`
   - platine-stromae : `path: ""./apps/platine/platine-stromae/dmz""`
- Adresse mail de l'équipe pour envoi des alertes : service-numerique-plateforme-collecte@insee.fr
- quartier de l'application déployée dans ce namespace : ST
- liste idep à ajouter sur sugoi pour l'initialisation : EWSYP6, IO1H80, G11FD5, BKAUIB
- Ressources nécessaires : (valeurs à modifier selon les besoins)
    - Nombre max de pods autorisés sur le namespace : 40
    - Nombre de cpu :
        - requests : 4 
        - limits :32
    - mémoire :
        - requests : 5Gi
        - limits : 100Gi
    - Storage :
        - requests : 10Gi
    - Ephemeral Storage :
        - requests : 4Gi
        - limits : 10Gi

- Informations complémentaires :
 
Liens vers vault pour l'application Sic

/!\ En créant ce ticket, je reconnais avoir lu les [conditions générales d'utilisation du cluster](https://kubernetes.gitlab-pages.insee.fr/kubeapp/documentation/charte_usage)"
446;Demande de création du namespace projet-filiere-enquete-preparer-collecter sur KubePP;"Demande de création de namespace sur KubePP

## Informations

- cluster concerné (KubeDev, KubeOSS, KubePP, KubeProd ou KubeDMZ) : KubePP
- Nom du namespace : projet-filiere-enquete-preparer-collecter
- lien vers dépôt gitlab des fichiers de déploiement : https://gitlab.insee.fr/filiere-enquete/preparer-collecter/gitops/gitops-template
  Path Apps:
   - meshuggah : `path: ""./apps/meshuggah/pp""`
   - platine-management : `path: ""./apps/platine/platine-management/pp""`
   - platine-access : `path: ""./apps/platine/platine-access/pp""`
   - platine-stromae : `path: ""./apps/platine/platine-stromae/pp""`


- Adresse mail de l'équipe pour envoi des alertes : service-numerique-plateforme-collecte@insee.fr
- quartier de l'application déployée dans ce namespace : ST
- liste idep à ajouter sur sugoi pour l'initialisation : EWSYP6, IO1H80, G11FD5, BKAUIB
- Ressources nécessaires : (valeurs à modifier selon les besoins)
    - Nombre max de pods autorisés sur le namespace : 40
    - Nombre de cpu :
        - requests : 4 
        - limits :32
    - mémoire :
        - requests : 5Gi
        - limits : 100Gi
    - Storage :
        - requests : 10Gi
    - Ephemeral Storage :
        - requests : 4Gi
        - limits : 10Gi

- Informations complémentaires :
 
Liens vers vault pour l'application Meshuggah et l'application Sic:

  - pour Meshuggah: vault prod interne
  - Pour Sic: vault DMZ

/!\ En créant ce ticket, je reconnais avoir lu les [conditions générales d'utilisation du cluster](https://kubernetes.gitlab-pages.insee.fr/kubeapp/documentation/charte_usage)"
447;Demande de création du namespace projet-filiere-enquete-preparer-collecter sur KubeProd;"Demande de création de namespace sur cluster de production

## Informations

- cluster concerné (KubeDev, KubeOSS, KubePP, KubeProd ou KubeDMZ) : KubeProd
- Nom du namespace : projet-filiere-enquete-preparer-collecter
- lien vers dépôt gitlab des fichiers de déploiement : https://gitlab.insee.fr/filiere-enquete/preparer-collecter/gitops/gitops-template
    Path Apps:
   - meshuggah : `path: ""./apps/meshuggah/pd""`

- Adresse mail de l'équipe pour envoi des alertes : service-numerique-plateforme-collecte@insee.fr
- quartier de l'application déployée dans ce namespace : ST
- liste idep à ajouter sur sugoi pour l'initialisation : EWSYP6, IO1H80, G11FD5, BKAUIB
- Ressources nécessaires : (valeurs à modifier selon les besoins)
    - Nombre max de pods autorisés sur le namespace : 40
    - Nombre de cpu :
        - requests : 4 
        - limits :32
    - mémoire :
        - requests : 5Gi
        - limits : 100Gi
    - Storage :
        - requests : 10Gi
    - Ephemeral Storage :
        - requests : 4Gi
        - limits : 10Gi

- Informations complémentaires :
 
Liens vers vault pour l'application Meshuggah

/!\ En créant ce ticket, je reconnais avoir lu les [conditions générales d'utilisation du cluster](https://kubernetes.gitlab-pages.insee.fr/kubeapp/documentation/charte_usage)"
